leaf,kernel,mode,radius,L,count,total,key
175732,cube,spherical,3.000000,0.230057,0,0,0
175686,cube,spherical,3.000000,0.230057,0,0,0
175687,cube,spherical,3.000000,0.230057,16,16,0
175707,cube,spherical,3.000000,0.115028,54,54,0
175708,cube,spherical,3.000000,0.115028,0,0,0
175709,cube,spherical,3.000000,0.115028,0,0,0
175710,cube,spherical,3.000000,0.115028,43,43,0
175690,cube,spherical,3.000000,0.115028,8,8,0
175691,cube,spherical,3.000000,0.115028,0,0,0
175692,cube,spherical,3.000000,0.115028,84,84,0
175697,cube,spherical,3.000000,0.057514,10,10,0
175698,cube,spherical,3.000000,0.057514,33,33,0
175699,cube,spherical,3.000000,0.057514,14,14,0
175700,cube,spherical,3.000000,0.057514,6,6,0
175679,cube,spherical,3.000000,0.230057,84,84,0
175672,cube,spherical,3.000000,0.115028,0,0,0
175673,cube,spherical,3.000000,0.115028,47,47,0
175676,cube,spherical,3.000000,0.115028,96,96,0
175677,cube,spherical,3.000000,0.115028,1,1,0
175664,cube,spherical,3.000000,0.115028,1,1,0
175665,cube,spherical,3.000000,0.115028,48,48,0
175668,cube,spherical,3.000000,0.115028,14,14,0
175669,cube,spherical,3.000000,0.115028,0,0,0
175656,cube,spherical,3.000000,0.115028,0,0,0
175657,cube,spherical,3.000000,0.115028,0,0,0
175660,cube,spherical,3.000000,0.115028,0,0,0
175661,cube,spherical,3.000000,0.115028,0,0,0
175324,cube,spherical,3.000000,0.230057,6,6,0
175325,cube,spherical,3.000000,0.230057,47,47,0
175327,cube,spherical,3.000000,0.115028,1,1,0
175328,cube,spherical,3.000000,0.115028,0,0,0
175331,cube,spherical,3.000000,0.115028,63,63,0
175332,cube,spherical,3.000000,0.115028,64,64,0
175316,cube,spherical,3.000000,0.115028,0,0,0
175317,cube,spherical,3.000000,0.115028,31,31,0
175318,cube,spherical,3.000000,0.115028,83,83,0
175319,cube,spherical,3.000000,0.115028,0,0,0
175186,cube,spherical,3.000000,0.230057,31,31,0
175187,cube,spherical,3.000000,0.230057,0,0,0
175269,cube,spherical,3.000000,0.115028,2,2,0
175288,cube,spherical,3.000000,0.115028,4,4,0
175291,cube,spherical,3.000000,0.057514,8,8,0
175292,cube,spherical,3.000000,0.057514,1,1,0
175293,cube,spherical,3.000000,0.057514,56,56,0
175294,cube,spherical,3.000000,0.057514,71,71,0
175263,cube,spherical,3.000000,0.057514,44,44,0
175264,cube,spherical,3.000000,0.057514,14,14,0
175265,cube,spherical,3.000000,0.057514,53,53,0
175266,cube,spherical,3.000000,0.057514,15,15,0
175233,cube,spherical,3.000000,0.115028,77,77,0
175252,cube,spherical,3.000000,0.115028,25,25,0
175255,cube,spherical,3.000000,0.057514,63,63,0
175256,cube,spherical,3.000000,0.057514,47,47,0
175257,cube,spherical,3.000000,0.057514,19,19,0
175258,cube,spherical,3.000000,0.057514,4,4,0
175227,cube,spherical,3.000000,0.057514,8,8,0
175228,cube,spherical,3.000000,0.057514,2,2,0
175229,cube,spherical,3.000000,0.057514,53,53,0
175230,cube,spherical,3.000000,0.057514,67,67,0
175178,cube,spherical,3.000000,0.230057,36,36,0
175179,cube,spherical,3.000000,0.230057,0,0,0
175182,cube,spherical,3.000000,0.230057,0,0,0
175183,cube,spherical,3.000000,0.230057,44,44,0
175149,cube,spherical,3.000000,0.230057,3,3,0
175150,cube,spherical,3.000000,0.230057,6,6,0
175161,cube,spherical,3.000000,0.115028,60,60,0
175162,cube,spherical,3.000000,0.115028,0,0,0
175167,cube,spherical,3.000000,0.115028,0,0,0
175168,cube,spherical,3.000000,0.115028,69,69,0
175153,cube,spherical,3.000000,0.115028,46,46,0
175154,cube,spherical,3.000000,0.115028,0,0,0
175159,cube,spherical,3.000000,0.115028,0,0,0
175160,cube,spherical,3.000000,0.115028,45,45,0
174193,cube,spherical,3.000000,0.920227,0,0,0
174194,cube,spherical,3.000000,0.920227,0,0,0
174195,cube,spherical,3.000000,0.920227,0,0,0
174279,cube,spherical,3.000000,0.460113,0,0,0
174280,cube,spherical,3.000000,0.460113,0,0,0
174272,cube,spherical,3.000000,0.230057,31,31,0
174273,cube,spherical,3.000000,0.230057,0,0,0
174276,cube,spherical,3.000000,0.230057,0,0,0
174277,cube,spherical,3.000000,0.230057,0,0,0
174237,cube,spherical,3.000000,0.230057,0,0,0
174238,cube,spherical,3.000000,0.230057,0,0,0
174230,cube,spherical,3.000000,0.115028,8,8,0
174231,cube,spherical,3.000000,0.115028,3,3,0
174234,cube,spherical,3.000000,0.115028,0,0,0
174235,cube,spherical,3.000000,0.115028,0,0,0
174222,cube,spherical,3.000000,0.115028,12,12,0
174223,cube,spherical,3.000000,0.115028,0,0,0
174226,cube,spherical,3.000000,0.115028,0,0,0
174227,cube,spherical,3.000000,0.115028,7,7,0
166930,cube,spherical,3.000000,0.920227,0,0,0
166931,cube,spherical,3.000000,0.920227,0,0,0
166932,cube,spherical,3.000000,0.920227,0,0,0
166933,cube,spherical,3.000000,0.920227,0,0,0
166544,cube,spherical,3.000000,0.920227,0,0,0
166680,cube,spherical,3.000000,0.920227,0,0,0
166915,cube,spherical,3.000000,0.460113,0,0,0
166916,cube,spherical,3.000000,0.460113,31,31,0
166925,cube,spherical,3.000000,0.460113,75,75,0
166918,cube,spherical,3.000000,0.230057,0,0,0
166919,cube,spherical,3.000000,0.230057,0,0,0
166922,cube,spherical,3.000000,0.230057,0,0,0
166923,cube,spherical,3.000000,0.230057,0,0,0
166744,cube,spherical,3.000000,0.230057,70,70,0
166761,cube,spherical,3.000000,0.230057,48,48,0
166754,cube,spherical,3.000000,0.115028,38,38,0
166755,cube,spherical,3.000000,0.115028,83,83,0
166758,cube,spherical,3.000000,0.115028,89,89,0
166759,cube,spherical,3.000000,0.115028,36,36,0
166746,cube,spherical,3.000000,0.115028,8,8,0
166747,cube,spherical,3.000000,0.115028,87,87,0
166750,cube,spherical,3.000000,0.115028,87,87,0
166751,cube,spherical,3.000000,0.115028,13,13,0
166727,cube,spherical,3.000000,0.230057,0,0,0
166737,cube,spherical,3.000000,0.230057,81,81,0
166738,cube,spherical,3.000000,0.230057,0,0,0
166741,cube,spherical,3.000000,0.230057,0,0,0
166705,cube,spherical,3.000000,0.230057,0,0,0
166708,cube,spherical,3.000000,0.230057,0,0,0
166709,cube,spherical,3.000000,0.230057,0,0,0
166726,cube,spherical,3.000000,0.230057,0,0,0
166699,cube,spherical,3.000000,0.230057,0,0,0
166700,cube,spherical,3.000000,0.230057,0,0,0
166701,cube,spherical,3.000000,0.230057,7,7,0
166702,cube,spherical,3.000000,0.230057,0,0,0
166282,cube,spherical,3.000000,1.840453,0,0,0
166278,cube,spherical,3.000000,0.920227,0,0,0
166279,cube,spherical,3.000000,0.920227,0,0,0
166280,cube,spherical,3.000000,0.920227,0,0,0
166281,cube,spherical,3.000000,0.920227,0,0,0
162939,cube,spherical,3.000000,0.920227,0,0,0
162940,cube,spherical,3.000000,0.920227,0,0,0
163062,cube,spherical,3.000000,0.920227,0,0,0
163063,cube,spherical,3.000000,0.920227,0,0,0
162694,cube,spherical,3.000000,0.920227,0,71,0
162851,cube,spherical,3.000000,0.920227,0,26,0
162852,cube,spherical,3.000000,0.460113,0,0,0
162853,cube,spherical,3.000000,0.460113,0,0,0
162935,cube,spherical,3.000000,0.460113,0,0,0
162936,cube,spherical,3.000000,0.460113,0,0,0
162624,cube,spherical,3.000000,0.460113,2,2,0
162692,cube,spherical,3.000000,0.460113,0,0,0
162693,cube,spherical,3.000000,0.460113,0,0,0
162618,cube,spherical,3.000000,0.230057,0,0,0
162619,cube,spherical,3.000000,0.230057,13,13,0
162620,cube,spherical,3.000000,0.230057,6,6,0
162621,cube,spherical,3.000000,0.230057,0,0,0
184390,cube,spherical,3.000000,1.840453,0,84,0
184393,cube,spherical,3.000000,1.840453,0,0,0
181001,cube,spherical,3.000000,1.840453,1,1,0
184269,cube,spherical,3.000000,0.920227,0,0,0
184344,cube,spherical,3.000000,0.460113,1,1,0
184345,cube,spherical,3.000000,0.460113,0,0,0
184310,cube,spherical,3.000000,0.230057,0,0,0
184311,cube,spherical,3.000000,0.230057,0,0,0
184320,cube,spherical,3.000000,0.115028,39,39,0
184321,cube,spherical,3.000000,0.115028,5,5,0
184322,cube,spherical,3.000000,0.115028,6,6,0
184323,cube,spherical,3.000000,0.115028,38,38,0
184312,cube,spherical,3.000000,0.115028,7,7,0
184313,cube,spherical,3.000000,0.115028,12,12,0
184318,cube,spherical,3.000000,0.115028,40,40,0
184319,cube,spherical,3.000000,0.115028,42,42,0
184272,cube,spherical,3.000000,0.230057,0,0,0
184289,cube,spherical,3.000000,0.230057,0,0,0
184290,cube,spherical,3.000000,0.230057,0,0,0
184291,cube,spherical,3.000000,0.115028,38,38,0
184292,cube,spherical,3.000000,0.115028,1,1,0
184293,cube,spherical,3.000000,0.115028,31,31,0
184294,cube,spherical,3.000000,0.115028,2,2,0
184281,cube,spherical,3.000000,0.115028,14,14,0
184284,cube,spherical,3.000000,0.115028,39,39,0
184285,cube,spherical,3.000000,0.115028,30,30,0
184286,cube,spherical,3.000000,0.115028,0,0,0
184287,cube,spherical,3.000000,0.115028,34,34,0
184288,cube,spherical,3.000000,0.115028,18,18,0
184273,cube,spherical,3.000000,0.115028,14,14,0
184276,cube,spherical,3.000000,0.115028,31,31,0
184277,cube,spherical,3.000000,0.115028,35,35,0
184280,cube,spherical,3.000000,0.115028,11,11,0
184224,cube,spherical,3.000000,0.460113,0,0,0
184227,cube,spherical,3.000000,0.230057,91,91,0
184228,cube,spherical,3.000000,0.230057,0,0,0
184237,cube,spherical,3.000000,0.230057,62,62,0
184229,cube,spherical,3.000000,0.115028,28,28,0
184230,cube,spherical,3.000000,0.115028,0,0,0
184235,cube,spherical,3.000000,0.115028,47,47,0
184236,cube,spherical,3.000000,0.115028,12,12,0
184188,cube,spherical,3.000000,0.230057,5,5,0
184197,cube,spherical,3.000000,0.230057,0,0,0
184198,cube,spherical,3.000000,0.230057,0,0,0
184189,cube,spherical,3.000000,0.115028,45,45,0
184190,cube,spherical,3.000000,0.115028,6,6,0
184195,cube,spherical,3.000000,0.115028,32,32,0
184196,cube,spherical,3.000000,0.115028,0,0,0
184159,cube,spherical,3.000000,0.230057,0,0,0
184160,cube,spherical,3.000000,0.230057,0,0,0
184161,cube,spherical,3.000000,0.230057,1,1,0
184162,cube,spherical,3.000000,0.115028,37,37,0
184163,cube,spherical,3.000000,0.115028,0,0,0
184164,cube,spherical,3.000000,0.115028,32,32,0
184165,cube,spherical,3.000000,0.115028,15,15,0
184113,cube,spherical,3.000000,0.460113,0,0,0
184114,cube,spherical,3.000000,0.460113,0,0,0
184115,cube,spherical,3.000000,0.460113,0,0,0
184116,cube,spherical,3.000000,0.230057,35,35,0
184117,cube,spherical,3.000000,0.230057,36,36,0
184118,cube,spherical,3.000000,0.230057,0,0,0
184119,cube,spherical,3.000000,0.230057,0,0,0
183481,cube,spherical,3.000000,0.920227,0,0,0
183380,cube,spherical,3.000000,0.460113,0,0,0
183381,cube,spherical,3.000000,0.460113,0,0,0
183382,cube,spherical,3.000000,0.460113,0,0,0
183383,cube,spherical,3.000000,0.460113,0,0,0
183407,cube,spherical,3.000000,0.460113,0,0,0
183408,cube,spherical,3.000000,0.230057,31,31,0
183409,cube,spherical,3.000000,0.230057,0,0,0
183421,cube,spherical,3.000000,0.230057,0,0,0
183422,cube,spherical,3.000000,0.115028,22,22,0
183423,cube,spherical,3.000000,0.115028,14,14,0
183428,cube,spherical,3.000000,0.115028,32,32,0
183429,cube,spherical,3.000000,0.115028,0,0,0
183113,cube,spherical,3.000000,0.920227,0,0,0
183239,cube,spherical,3.000000,0.460113,123,123,0
183270,cube,spherical,3.000000,0.460113,103,103,0
183265,cube,spherical,3.000000,0.230057,0,0,0
183266,cube,spherical,3.000000,0.230057,0,0,0
183267,cube,spherical,3.000000,0.230057,91,91,0
183268,cube,spherical,3.000000,0.230057,12,12,0
183269,cube,spherical,3.000000,0.230057,112,112,0
183255,cube,spherical,3.000000,0.115028,27,27,0
183256,cube,spherical,3.000000,0.115028,32,32,0
183257,cube,spherical,3.000000,0.115028,8,8,0
183258,cube,spherical,3.000000,0.115028,11,11,0
183250,cube,spherical,3.000000,0.230057,0,0,0
183251,cube,spherical,3.000000,0.230057,0,0,0
183254,cube,spherical,3.000000,0.230057,123,123,0
183240,cube,spherical,3.000000,0.115028,23,23,0
183241,cube,spherical,3.000000,0.115028,27,27,0
183242,cube,spherical,3.000000,0.115028,13,13,0
183243,cube,spherical,3.000000,0.115028,13,13,0
183194,cube,spherical,3.000000,0.230057,5,5,0
183195,cube,spherical,3.000000,0.230057,122,122,0
183196,cube,spherical,3.000000,0.230057,0,0,0
183197,cube,spherical,3.000000,0.230057,0,0,0
183186,cube,spherical,3.000000,0.230057,24,24,0
183187,cube,spherical,3.000000,0.230057,62,62,0
183192,cube,spherical,3.000000,0.230057,1,1,0
183193,cube,spherical,3.000000,0.230057,31,31,0
171820,cube,spherical,3.000000,1.840453,0,0,0
171821,cube,spherical,3.000000,1.840453,0,0,0
171822,cube,spherical,3.000000,1.840453,0,65,0
171816,cube,spherical,3.000000,0.920227,0,90,0
171817,cube,spherical,3.000000,0.920227,0,76,0
171818,cube,spherical,3.000000,0.920227,0,0,0
171819,cube,spherical,3.000000,0.920227,0,0,0
171795,cube,spherical,3.000000,1.840453,0,0,0
171804,cube,spherical,3.000000,1.840453,0,127,0
171805,cube,spherical,3.000000,1.840453,0,2,0
171796,cube,spherical,3.000000,0.920227,0,0,0
171799,cube,spherical,3.000000,0.920227,0,94,0
171800,cube,spherical,3.000000,0.920227,0,107,0
171803,cube,spherical,3.000000,0.920227,0,0,0
170129,cube,spherical,3.000000,1.840453,0,0,0
170130,cube,spherical,3.000000,1.840453,0,0,0
171689,cube,spherical,3.000000,0.920227,0,0,0
171790,cube,spherical,3.000000,0.920227,0,0,0
171741,cube,spherical,3.000000,0.460113,0,0,0
171742,cube,spherical,3.000000,0.460113,0,0,0
171787,cube,spherical,3.000000,0.460113,0,0,0
171788,cube,spherical,3.000000,0.460113,0,0,0
171691,cube,spherical,3.000000,0.460113,0,0,0
171692,cube,spherical,3.000000,0.460113,0,0,0
171737,cube,spherical,3.000000,0.460113,0,0,0
171738,cube,spherical,3.000000,0.460113,0,0,0
171270,cube,spherical,3.000000,0.920227,0,0,0
171560,cube,spherical,3.000000,0.920227,0,0,0
171449,cube,spherical,3.000000,0.460113,20,20,0
171522,cube,spherical,3.000000,0.460113,17,17,0
171495,cube,spherical,3.000000,0.230057,0,0,0
171512,cube,spherical,3.000000,0.230057,0,0,0
171504,cube,spherical,3.000000,0.115028,0,0,0
171505,cube,spherical,3.000000,0.115028,42,42,0
171510,cube,spherical,3.000000,0.115028,37,37,0
171511,cube,spherical,3.000000,0.115028,0,0,0
171496,cube,spherical,3.000000,0.115028,0,0,0
171497,cube,spherical,3.000000,0.115028,40,40,0
171502,cube,spherical,3.000000,0.115028,45,45,0
171503,cube,spherical,3.000000,0.115028,0,0,0
171459,cube,spherical,3.000000,0.230057,0,0,0
171476,cube,spherical,3.000000,0.230057,0,0,0
171468,cube,spherical,3.000000,0.115028,0,0,0
171469,cube,spherical,3.000000,0.115028,48,48,0
171474,cube,spherical,3.000000,0.115028,42,42,0
171475,cube,spherical,3.000000,0.115028,0,0,0
171460,cube,spherical,3.000000,0.115028,0,0,0
171461,cube,spherical,3.000000,0.115028,37,37,0
171466,cube,spherical,3.000000,0.115028,39,39,0
171467,cube,spherical,3.000000,0.115028,0,0,0
171308,cube,spherical,3.000000,0.460113,16,16,0
171374,cube,spherical,3.000000,0.460113,13,13,0
171347,cube,spherical,3.000000,0.230057,0,0,0
171364,cube,spherical,3.000000,0.230057,0,0,0
171356,cube,spherical,3.000000,0.115028,0,0,0
171357,cube,spherical,3.000000,0.115028,46,46,0
171362,cube,spherical,3.000000,0.115028,38,38,0
171363,cube,spherical,3.000000,0.115028,0,0,0
171348,cube,spherical,3.000000,0.115028,0,0,0
171349,cube,spherical,3.000000,0.115028,46,46,0
171354,cube,spherical,3.000000,0.115028,41,41,0
171355,cube,spherical,3.000000,0.115028,0,0,0
171311,cube,spherical,3.000000,0.230057,0,0,0
171328,cube,spherical,3.000000,0.230057,0,0,0
171320,cube,spherical,3.000000,0.115028,0,0,0
171321,cube,spherical,3.000000,0.115028,38,38,0
171326,cube,spherical,3.000000,0.115028,45,45,0
171327,cube,spherical,3.000000,0.115028,0,0,0
171312,cube,spherical,3.000000,0.115028,0,0,0
171313,cube,spherical,3.000000,0.115028,41,41,0
171318,cube,spherical,3.000000,0.115028,38,38,0
171319,cube,spherical,3.000000,0.115028,0,0,0
170765,cube,spherical,3.000000,0.920227,0,0,0
171055,cube,spherical,3.000000,0.920227,0,0,0
170944,cube,spherical,3.000000,0.460113,22,22,0
171017,cube,spherical,3.000000,0.460113,12,12,0
170990,cube,spherical,3.000000,0.230057,0,0,0
171007,cube,spherical,3.000000,0.230057,0,0,0
170999,cube,spherical,3.000000,0.115028,0,0,0
171000,cube,spherical,3.000000,0.115028,46,46,0
171005,cube,spherical,3.000000,0.115028,45,45,0
171006,cube,spherical,3.000000,0.115028,0,0,0
170991,cube,spherical,3.000000,0.115028,0,0,0
170992,cube,spherical,3.000000,0.115028,45,45,0
170997,cube,spherical,3.000000,0.115028,43,43,0
170998,cube,spherical,3.000000,0.115028,0,0,0
170954,cube,spherical,3.000000,0.230057,0,0,0
170971,cube,spherical,3.000000,0.230057,0,0,0
170963,cube,spherical,3.000000,0.115028,0,0,0
170964,cube,spherical,3.000000,0.115028,35,35,0
170969,cube,spherical,3.000000,0.115028,40,40,0
170970,cube,spherical,3.000000,0.115028,0,0,0
170955,cube,spherical,3.000000,0.115028,0,0,0
170956,cube,spherical,3.000000,0.115028,43,43,0
170961,cube,spherical,3.000000,0.115028,35,35,0
170962,cube,spherical,3.000000,0.115028,0,0,0
170803,cube,spherical,3.000000,0.460113,18,18,0
170869,cube,spherical,3.000000,0.460113,25,25,0
170842,cube,spherical,3.000000,0.230057,0,0,0
170859,cube,spherical,3.000000,0.230057,0,0,0
170851,cube,spherical,3.000000,0.115028,0,0,0
170852,cube,spherical,3.000000,0.115028,41,41,0
170857,cube,spherical,3.000000,0.115028,43,43,0
170858,cube,spherical,3.000000,0.115028,0,0,0
170843,cube,spherical,3.000000,0.115028,0,0,0
170844,cube,spherical,3.000000,0.115028,35,35,0
170849,cube,spherical,3.000000,0.115028,36,36,0
170850,cube,spherical,3.000000,0.115028,0,0,0
170806,cube,spherical,3.000000,0.230057,0,0,0
170823,cube,spherical,3.000000,0.230057,0,0,0
170815,cube,spherical,3.000000,0.115028,0,0,0
170816,cube,spherical,3.000000,0.115028,34,34,0
170821,cube,spherical,3.000000,0.115028,29,29,0
170822,cube,spherical,3.000000,0.115028,0,0,0
170807,cube,spherical,3.000000,0.115028,0,0,0
170808,cube,spherical,3.000000,0.115028,42,42,0
170813,cube,spherical,3.000000,0.115028,37,37,0
170814,cube,spherical,3.000000,0.115028,0,0,0
170668,cube,spherical,3.000000,0.920227,0,0,0
170671,cube,spherical,3.000000,0.920227,0,0,0
170618,cube,spherical,3.000000,0.460113,0,0,0
170663,cube,spherical,3.000000,0.460113,0,0,0
170664,cube,spherical,3.000000,0.460113,0,0,0
170667,cube,spherical,3.000000,0.460113,0,0,0
170612,cube,spherical,3.000000,0.460113,4,4,0
170613,cube,spherical,3.000000,0.460113,0,0,0
170614,cube,spherical,3.000000,0.460113,0,0,0
170615,cube,spherical,3.000000,0.460113,0,0,0
170131,cube,spherical,3.000000,0.920227,0,0,0
170295,cube,spherical,3.000000,0.920227,0,0,0
170526,cube,spherical,3.000000,0.230057,87,87,0
170527,cube,spherical,3.000000,0.230057,0,0,0
170528,cube,spherical,3.000000,0.230057,0,0,0
170529,cube,spherical,3.000000,0.230057,87,87,0
170518,cube,spherical,3.000000,0.230057,92,92,0
170521,cube,spherical,3.000000,0.230057,0,0,0
170522,cube,spherical,3.000000,0.230057,0,0,0
170525,cube,spherical,3.000000,0.230057,84,84,0
170510,cube,spherical,3.000000,0.230057,83,83,0
170513,cube,spherical,3.000000,0.230057,0,0,0
170514,cube,spherical,3.000000,0.230057,0,0,0
170517,cube,spherical,3.000000,0.230057,77,77,0
170502,cube,spherical,3.000000,0.230057,0,0,0
170505,cube,spherical,3.000000,0.230057,0,0,0
170506,cube,spherical,3.000000,0.230057,104,104,0
170509,cube,spherical,3.000000,0.230057,94,94,0
170398,cube,spherical,3.000000,0.230057,0,0,0
170399,cube,spherical,3.000000,0.230057,82,82,0
170400,cube,spherical,3.000000,0.230057,86,86,0
170401,cube,spherical,3.000000,0.230057,0,0,0
170322,cube,spherical,3.000000,0.230057,83,83,0
170323,cube,spherical,3.000000,0.230057,91,91,0
170333,cube,spherical,3.000000,0.230057,0,0,0
170334,cube,spherical,3.000000,0.230057,0,0,0
170307,cube,spherical,3.000000,0.230057,0,0,0
170308,cube,spherical,3.000000,0.230057,0,0,0
170311,cube,spherical,3.000000,0.230057,85,85,0
170312,cube,spherical,3.000000,0.230057,86,86,0
170296,cube,spherical,3.000000,0.230057,0,0,0
170297,cube,spherical,3.000000,0.230057,87,87,0
170298,cube,spherical,3.000000,0.230057,89,89,0
170299,cube,spherical,3.000000,0.230057,0,0,0
169957,cube,spherical,3.000000,0.920227,0,0,0
170128,cube,spherical,3.000000,0.920227,0,0,0
170121,cube,spherical,3.000000,0.230057,102,102,0
170122,cube,spherical,3.000000,0.230057,97,97,0
170123,cube,spherical,3.000000,0.230057,0,0,0
170124,cube,spherical,3.000000,0.230057,0,0,0
170099,cube,spherical,3.000000,0.230057,0,0,0
170100,cube,spherical,3.000000,0.230057,0,0,0
170101,cube,spherical,3.000000,0.230057,84,84,0
170102,cube,spherical,3.000000,0.230057,80,80,0
170047,cube,spherical,3.000000,0.230057,79,79,0
170048,cube,spherical,3.000000,0.230057,89,89,0
170049,cube,spherical,3.000000,0.230057,0,0,0
170050,cube,spherical,3.000000,0.230057,0,0,0
170039,cube,spherical,3.000000,0.230057,0,0,0
170040,cube,spherical,3.000000,0.230057,0,0,0
170041,cube,spherical,3.000000,0.230057,91,91,0
170042,cube,spherical,3.000000,0.230057,97,97,0
170029,cube,spherical,3.000000,0.230057,97,97,0
170030,cube,spherical,3.000000,0.230057,97,97,0
170031,cube,spherical,3.000000,0.230057,0,0,0
170032,cube,spherical,3.000000,0.230057,0,0,0
170021,cube,spherical,3.000000,0.230057,0,0,0
170022,cube,spherical,3.000000,0.230057,0,0,0
170023,cube,spherical,3.000000,0.230057,86,86,0
170024,cube,spherical,3.000000,0.230057,80,80,0
169969,cube,spherical,3.000000,0.230057,80,80,0
169970,cube,spherical,3.000000,0.230057,90,90,0
169971,cube,spherical,3.000000,0.230057,0,0,0
169972,cube,spherical,3.000000,0.230057,0,0,0
169961,cube,spherical,3.000000,0.230057,0,0,0
169962,cube,spherical,3.000000,0.230057,0,0,0
169963,cube,spherical,3.000000,0.230057,91,91,0
169964,cube,spherical,3.000000,0.230057,98,98,0
167446,cube,spherical,3.000000,1.840453,0,0,0
167447,cube,spherical,3.000000,1.840453,0,0,0
169323,cube,spherical,3.000000,0.920227,0,0,0
169622,cube,spherical,3.000000,0.920227,0,0,0
169614,cube,spherical,3.000000,0.230057,0,0,0
169615,cube,spherical,3.000000,0.230057,104,104,0
169620,cube,spherical,3.000000,0.230057,103,103,0
169621,cube,spherical,3.000000,0.230057,0,0,0
169596,cube,spherical,3.000000,0.230057,0,0,0
169613,cube,spherical,3.000000,0.230057,0,0,0
169605,cube,spherical,3.000000,0.115028,10,10,0
169608,cube,spherical,3.000000,0.115028,26,26,0
169609,cube,spherical,3.000000,0.115028,44,44,0
169612,cube,spherical,3.000000,0.115028,7,7,0
169597,cube,spherical,3.000000,0.115028,8,8,0
169600,cube,spherical,3.000000,0.115028,28,28,0
169601,cube,spherical,3.000000,0.115028,34,34,0
169604,cube,spherical,3.000000,0.115028,7,7,0
169538,cube,spherical,3.000000,0.230057,0,0,0
169539,cube,spherical,3.000000,0.230057,54,54,0
169540,cube,spherical,3.000000,0.230057,53,53,0
169541,cube,spherical,3.000000,0.230057,0,0,0
169516,cube,spherical,3.000000,0.230057,0,0,0
169517,cube,spherical,3.000000,0.230057,83,83,0
169536,cube,spherical,3.000000,0.230057,73,73,0
169537,cube,spherical,3.000000,0.230057,0,0,0
169415,cube,spherical,3.000000,0.230057,0,0,0
169416,cube,spherical,3.000000,0.230057,53,53,0
169421,cube,spherical,3.000000,0.230057,59,59,0
169422,cube,spherical,3.000000,0.230057,0,0,0
169411,cube,spherical,3.000000,0.230057,0,0,0
169412,cube,spherical,3.000000,0.230057,58,58,0
169413,cube,spherical,3.000000,0.230057,43,43,0
169414,cube,spherical,3.000000,0.230057,0,0,0
169339,cube,spherical,3.000000,0.230057,0,0,0
169356,cube,spherical,3.000000,0.230057,0,0,0
169348,cube,spherical,3.000000,0.115028,18,18,0
169351,cube,spherical,3.000000,0.115028,28,28,0
169352,cube,spherical,3.000000,0.115028,25,25,0
169355,cube,spherical,3.000000,0.115028,14,14,0
169340,cube,spherical,3.000000,0.115028,12,12,0
169343,cube,spherical,3.000000,0.115028,33,33,0
169344,cube,spherical,3.000000,0.115028,31,31,0
169347,cube,spherical,3.000000,0.115028,13,13,0
169324,cube,spherical,3.000000,0.230057,0,0,0
169325,cube,spherical,3.000000,0.230057,127,127,0
169338,cube,spherical,3.000000,0.230057,0,0,0
169334,cube,spherical,3.000000,0.115028,28,28,0
169335,cube,spherical,3.000000,0.115028,27,27,0
169336,cube,spherical,3.000000,0.115028,8,8,0
169337,cube,spherical,3.000000,0.115028,14,14,0
169137,cube,spherical,3.000000,0.920227,0,0,0
169138,cube,spherical,3.000000,0.920227,0,0,0
168994,cube,spherical,3.000000,0.230057,25,25,0
168995,cube,spherical,3.000000,0.230057,43,43,0
169000,cube,spherical,3.000000,0.230057,0,0,0
169001,cube,spherical,3.000000,0.230057,0,0,0
168990,cube,spherical,3.000000,0.230057,0,0,0
168991,cube,spherical,3.000000,0.230057,0,0,0
168992,cube,spherical,3.000000,0.230057,126,126,0
168993,cube,spherical,3.000000,0.230057,122,122,0
168918,cube,spherical,3.000000,0.230057,127,127,0
168927,cube,spherical,3.000000,0.230057,0,0,0
168928,cube,spherical,3.000000,0.230057,0,0,0
168919,cube,spherical,3.000000,0.115028,27,27,0
168922,cube,spherical,3.000000,0.115028,31,31,0
168923,cube,spherical,3.000000,0.115028,9,9,0
168926,cube,spherical,3.000000,0.115028,14,14,0
168910,cube,spherical,3.000000,0.230057,0,0,0
168911,cube,spherical,3.000000,0.230057,0,0,0
168916,cube,spherical,3.000000,0.230057,49,49,0
168917,cube,spherical,3.000000,0.230057,54,54,0
168902,cube,spherical,3.000000,0.230057,52,52,0
168903,cube,spherical,3.000000,0.230057,58,58,0
168908,cube,spherical,3.000000,0.230057,0,0,0
168909,cube,spherical,3.000000,0.230057,0,0,0
168891,cube,spherical,3.000000,0.230057,0,0,0
168892,cube,spherical,3.000000,0.230057,0,0,0
168901,cube,spherical,3.000000,0.230057,127,127,0
168893,cube,spherical,3.000000,0.115028,9,9,0
168896,cube,spherical,3.000000,0.115028,9,9,0
168897,cube,spherical,3.000000,0.115028,28,28,0
168900,cube,spherical,3.000000,0.115028,29,29,0
168834,cube,spherical,3.000000,0.230057,128,128,0
168835,cube,spherical,3.000000,0.230057,0,0,0
168836,cube,spherical,3.000000,0.230057,0,0,0
168826,cube,spherical,3.000000,0.115028,26,26,0
168829,cube,spherical,3.000000,0.115028,13,13,0
168830,cube,spherical,3.000000,0.115028,11,11,0
168833,cube,spherical,3.000000,0.115028,32,32,0
